"","Scientific.Name.x.x","Federal.Listing.Status.x.x.x","Year.listed.x.x","Common.name.x.x","Species.Group.x.x","Regions.of.Occurrence.x.x","U.S..or.Foreign.Listed.x.x","Vertebrate.invertebrate.plant.x.x","hab.x.x","over.x.x","poll.x.x","spsp.x.x","env.x.x","demo.x.x","total.x.x","threats.addressed.by.conservation.x.x","threats.addressed.by.regulation..1...yes..0...no..x.x","counties_fips_final.x","area.x","area_weighted_footprint_2009","area_weighted_footprint_1993","area_weighted_built2009","area_weighted_built1994","area_weighted_crops2005","area_weighted_crops1992","area_weighted_navwater2009","area_weighted_navwater1994","area_weighted_lights2009","area_weighted_lights1994","area_weighted_pasture2009","area_weighted_pasture1993","area_weighted_pop2010","area_weighted_pop1990","change_footprint_area_weighted","change_built_area_weighted","change_navwater_area_weighted","change_lights_area_weighted","change_pasture_area_weighted","change_population_area_weighted","counties_missing_nass","landvalue","missingemploymentvalues","missingcounties","totalemployment","employmentsumrelevant","employmentconstruction","employmentforest","employmentmining","employmentcounties","employmentfarm","percapitaincome","incomerelevant","incomeconstruct","incomeforest","incomemining","incomefarm","incomemissingentries","missingcounties_income"
"256","Erigeron basalticus","Precluded",2007,"Basalt daisy","Flowering Plants","1","US","P",0,0,0,0,0,0,0,"none","0","53069, 53041, 53031, 53013, 53037, 53061, 53077, 53047, 53063, 53029, 53009, 53065, 53051, 53073, 53007, 53003, 53019, 53017, 53005, 53023, 53033, 53049, 53039, 53055, 53027, 53015, 53071, 53025, 53001, 53011, 53043, 53035, 53075, 53045, 53057, 53053, 53067, 53021, 53059",172111800165,6.50630253916378,6.96944174422373,0.54500799659904,0.696125363228316,0.205220618132406,0.716266662087155,0.214717271785538,0.214280576798246,0.911776038337872,1.07387741714923,0.349172695500616,0.30720323712598,2.18094782464818,1.86222839111791,-0.463139205059954,-0.151117366629276,0.000436694987291847,-0.162101378811355,0.0419694583746359,0.318719433530271,0,4762.87005429007,30,0,111192.040254678,10050.2015175135,7645.31738027363,1138.66443383456,159.965575858614,NA,1106.25412754668,32463.7336007091,608697.500429022,462403.445900603,47906.8699856256,6545.51977982646,91841.6647629664,30,0
"261","Eriogonum argophyllum","Precluded",1999,"Sulphur Springs buckwheat","Flowering Plants","8","US","P",1,0,0,0,0,0,1,"none","1","32001, 32013, 32003, 32021, 32023, 32005, 32033, 32510, 32011, 32007, 32019, 32015, 32031, 32029, 32017, 32027, 32009",284329327067,3.99296154572333,3.68851867477484,0.138053597692966,0.132406967148452,0.164400144146103,0.0070651335959539,0.00473567497463031,0.00473567497463031,0.214060330505213,0.203767348204091,2.06788213182124,2.11817728557884,0.455628897047369,0.274165493911714,0.304442870948491,0.00564663054451445,0,0.0102929823011222,-0.0502951537575975,0.181463403135655,0,1094.99464383511,18,0,111169.071800853,11875.9114446104,10439.2727940313,53.9372758497093,1187.40117439597,NA,195.300200333453,33122.2172566848,769468.032045958,683723.354349026,397.82959943632,77935.797902342,7411.05019515409,18,0
"278","Euphydryas anicia cloudcrofti","Precluded",2009,"Sacramento Mountains checkerspot Butterfly","Insects","2","US","I",1,1,1,1,1,0,5,"Habitat modification, overutilization,  species-species interaction","0","35011, 35035, 35003, 35059, 35047, 35055, 35017, 35007, 35043, 35006, 35013, 35021, 35023, 35053, 35028, 35033, 35015, 35009, 35041, 35045, 35027, 35019, 35057, 35029, 35031, 35039, 35025, 35005, 35049, 35037, 35001, 35051, 35061",314191415563,4.86065618739896,4.60577095298964,0.139450218739031,0.161185267228091,0.081612706111404,0.0157835307436545,0,0,0.25152820021154,0.255620612277877,2.05901191203076,2.07309054525989,0.860738372753736,0.631776217948256,0.254885234409319,-0.0217350484890601,0,-0.00409241206633648,-0.0140786332291372,0.22896215480548,0,430.677847938061,22,0,25174.1610174179,3442.87626474387,1790.18597851851,134.382788553756,906.07868565274,NA,612.228812018859,27303.5772127359,162526.009952187,71984.3647458462,2335.39012323477,62383.3149910673,25822.940092039,22,0
"287","Fallicambarus gordoni","Precluded",2005,"Camp Shelby burrowing crayfish","Crustaceans","4","US","I",1,0,0,0,0,0,1,"Habitat modification","1","28061, 28017, 28145, 28069, 28151, 28055, 28009, 28087, 28073, 28003, 28071, 28015, 28085, 28143, 28097, 28019, 28139, 28109, 28111, 28011, 28149, 28101, 28135, 28125, 28035, 28161, 28023, 28127, 28131, 28121, 28091, 28039, 28095, 28123, 28051, 28105, 28031, 28115, 28163, 28137, 28077, 28007, 28117, 28113, 28029, 28013, 28041, 28005, 28045, 28129, 28021, 28153, 28159, 28053, 28103, 28083, 28027, 28047, 28059, 28107, 28093, 28043, 28141, 28119, 28157, 28079, 28025, 28037, 28099, 28081, 28133, 28063, 28001, 28057, 28049, 28033, 28067, 28075, 28147, 28065, 28155, 28089",121530256608,8.58914270493955,8.84394188171387,0.610329948772247,0.635718848005678,0.199673724494652,0.757098622099539,0.176761844517911,0.176761844517911,1.23486548960004,1.13091922557397,0.00375242537834444,0.00346090300551113,3.3850824766216,3.1613056413466,-0.254799176774329,-0.0253888992334301,0,0.103946264026067,0.000291522372833313,0.223776835275003,0,2012.61863806574,48,0,20406.1942968415,2099.96189220666,1378.2690293852,142.021137809906,135.512149357997,NA,444.159575653556,26381.1603938428,83205.4357446246,52530.6010054005,3044.56013637046,12430.9816254873,15199.2929773663,48,0
"308","Gila bicolor vaccaceps","Precluded",2006,"Cow Head tui chub","Fishes","8","US","V",1,0,0,1,0,0,2,"Habitat modification and species-species interaction","1","06091, 06067, 06083, 06009, 06111, 06037, 06097, 06031, 06073, 06061, 06075, 06041, 06043, 06035, 06055, 06089, 06053, 06105, 06045, 06027, 06051, 06109, 06095, 06071, 06013, 06003, 06017, 06113, 06115, 06069, 06023, 06065, 06029, 06011, 06015, 06049, 06019, 06039, 06085, 06103, 06077, 06001, 06057, 06007, 06047, 06107, 06099, 06059, 06025, 06101, 06005, 06033, 06063, 06081, 06093, 06087, 06021, 06079",403483182192,6.87818320506527,6.92825474165851,0.833865120669248,0.934089462945004,0.275778180683196,0.391117393760385,0.0420245812942396,0.042311599246627,1.19353011091112,1.29585722238258,0.416760226980969,0.430256180688384,2.390569719457,2.10896761884728,-0.0500715365932463,-0.100224342275756,-0.000287017952387419,-0.102327111471461,-0.0134959537074146,0.281602100609723,0,6175.77365978073,25,0,479503.194146858,37774.7581297248,29687.5047606915,5325.54432083951,1313.35207041104,NA,1448.35697778278,34490.5073071604,2370603.43958521,1770789.92976538,141210.174770824,133980.234205409,324623.100843592,25,0
"315","Hazardia orcuttii","Precluded",2013,"Orcutt's hazardia","Flowering Plants","8","US/Foreign","P",1,0,0,1,0,1,3,"Habitat modification and demographic stochasticity","0","06073",10898787530,12.3419844458546,11.9195158045832,2.52590438102163,2.51681512452281,0.0483548445737139,0,0.0434204044031222,0.0434204044031222,3.07871296127977,2.98036720596255,0.143882930376295,0.144973641156153,4.3576622432285,4.08989274677331,0.422468641271399,0.00908925649881986,0,0.09834575531722,-0.00109071077985801,0.26776949645519,0,19247,0,0,1890307,127435,116212,2964,2507,NA,5752,44824,8500758,7991002,73029,35186,401541,0,0
"330","Horkelia hendersonii","Precluded",2003,"Henderson's horkelia","Flowering Plants","1, 8","US","P",0,0,0,0,0,0,0,"generic threats/impacts  - see notes section","1","06091, 41063, 41013, 41005, 41007, 41035, 41049, 41029, 41051, 06067, 06083, 06009, 41001, 06111, 06037, 06097, 41003, 06031, 06073, 06061, 06075, 06041, 06043, 41047, 06035, 06055, 06089, 06053, 41023, 41011, 41043, 41037, 06105, 06045, 06027, 41069, 41045, 06051, 06109, 06095, 06071, 41057, 06013, 41039, 41061, 06003, 06017, 41019, 06113, 06115, 06069, 41009, 41027, 41025, 41041, 06023, 06065, 06029, 41033, 06011, 41021, 06015, 06049, 06019, 06039, 06085, 06103, 41017, 06077, 06001, 41053, 41065, 06057, 06007, 41055, 06047, 06107, 06099, 06059, 06025, 06101, 41071, 06005, 06033, 06063, 41015, 06081, 41059, 41031, 06093, 06087, 06021, 06079, 41067",652087511001,5.8923952842986,6.00462388186572,0.594417882797241,0.675603930890915,0.197686285177366,0.378063091855944,0.0532564231429889,0.0534340172769384,0.87730096339082,0.964632510035781,0.637145749629389,0.639707901775718,1.95750216517212,1.71809661577854,-0.112228597567122,-0.0811860480936736,-0.000177594133949507,-0.0873315466449617,-0.00256215214632971,0.239405549393581,0,4913.1327561201,44,0,313154.053916931,25128.7887310434,19451.9351365865,3531.70386403443,849.291700227026,NA,1295.8580301954,32338.6798670296,1537178.00945222,1148186.26534716,93879.143855366,83939.0360583984,211173.564191294,44,0
"343","Iotichthys phlegethontis","Precluded",2014,"Least chub","Fishes","6","US","V",1,0,0,1,1,1,4,"Habitat modification, species-species interaction, demographic stochasticity","1","49011, 49003, 49049, 49057, 49027, 49005, 49045, 49023, 49035",71146688929,5.00773236139858,4.41827838762526,0.5224120768584,0.481814670748685,0.33892505905781,0.0706430799572387,0,0,0.766937504597057,0.678683308338826,1.09843960151403,1.14032280803655,0.956426093449099,0.722222491399821,0.58945397377332,0.0405974061097152,0,0.0882541962582311,-0.0418832065225203,0.234203602049278,0,1730.05191505573,8,0,60078.7836831005,5631.78440785836,4697.29687694347,83.6763404813964,170.708744245671,NA,680.102446187823,27553.4191785396,228149.078103618,199918.59297623,1230.51034264698,5743.65307438524,21256.3217103559,8,0
"388","Limnanthes gracilis parishii","Precluded",1997,"Parish's meadowfoam","Flowering Plants","8","US","P",1,0,1,1,0,0,3,"Habitat modification, pollution and species-species interaction","1","06091, 06067, 06083, 06009, 06111, 06037, 06097, 06031, 06073, 06061, 06075, 06041, 06043, 06035, 06055, 06089, 06053, 06105, 06045, 06027, 06051, 06109, 06095, 06071, 06013, 06003, 06017, 06113, 06115, 06069, 06023, 06065, 06029, 06011, 06015, 06049, 06019, 06039, 06085, 06103, 06077, 06001, 06057, 06007, 06047, 06107, 06099, 06059, 06025, 06101, 06005, 06033, 06063, 06081, 06093, 06087, 06021, 06079",403483182192,6.87818320506527,6.92825474165851,0.833865120669248,0.934089462945004,0.275778180683196,0.391117393760385,0.0420245812942396,0.042311599246627,1.19353011091112,1.29585722238258,0.416760226980969,0.430256180688384,2.390569719457,2.10896761884728,-0.0500715365932463,-0.100224342275756,-0.000287017952387419,-0.102327111471461,-0.0134959537074146,0.281602100609723,0,6175.77365978073,25,0,479503.194146858,37774.7581297248,29687.5047606915,5325.54432083951,1313.35207041104,NA,1448.35697778278,34490.5073071604,2370603.43958521,1770789.92976538,141210.174770824,133980.234205409,324623.100843592,25,0
"393","Lithobates onca","Precluded",2016,"Relict leopard Frog","Amphibians","2, 8","US","V",1,0,0,1,1,1,4,"Habitat modification, demographic stochasticity, species-species interaction, environmental stochasticity, generic threats","1","04015, 32003",54914785414,5.87799706577694,5.23107612572107,0.454338402065889,0.395605126633839,0.044184329690097,0.0109543885852508,0.076953064123036,0.0817751312708802,0.636105190069534,0.554182452839739,2.44916035900967,2.46841695753731,1.1839215841071,0.686807928559109,0.646920940055869,0.0587332754320503,-0.00482206714784414,0.0819227372297957,-0.0192565985276407,0.497113655547995,0,1485.19492423352,1,0,483883.323543583,49898.0672456727,48617.7575010511,115.754190479445,909.524549703306,NA,255.031004438844,30513.5107409317,3034414.76802515,3040782.70195988,343.912771713849,-11693.8636214246,4982.01691498137,1,0
"398","Lotus argophyllus adsurgens","Precluded",1996,"Silver, San Clemente Island hosackia","Flowering Plants","8","US","P",0,0,0,1,0,0,1,"Species-Species interaction","0","06091, 06067, 06083, 06009, 06111, 06037, 06097, 06031, 06073, 06061, 06075, 06041, 06043, 06035, 06055, 06089, 06053, 06105, 06045, 06027, 06051, 06109, 06095, 06071, 06013, 06003, 06017, 06113, 06115, 06069, 06023, 06065, 06029, 06011, 06015, 06049, 06019, 06039, 06085, 06103, 06077, 06001, 06057, 06007, 06047, 06107, 06099, 06059, 06025, 06101, 06005, 06033, 06063, 06081, 06093, 06087, 06021, 06079",403483182192,6.87818320506527,6.92825474165851,0.833865120669248,0.934089462945004,0.275778180683196,0.391117393760385,0.0420245812942396,0.042311599246627,1.19353011091112,1.29585722238258,0.416760226980969,0.430256180688384,2.390569719457,2.10896761884728,-0.0500715365932463,-0.100224342275756,-0.000287017952387419,-0.102327111471461,-0.0134959537074146,0.281602100609723,0,6175.77365978073,25,0,479503.194146858,37774.7581297248,29687.5047606915,5325.54432083951,1313.35207041104,NA,1448.35697778278,34490.5073071604,2370603.43958521,1770789.92976538,141210.174770824,133980.234205409,324623.100843592,25,0
"400","Lupinus aridus ssp. ashlandensis","Precluded",2003,"Ashland Lupine","Flowering Plants","1","US","P",0,0,0,0,0,0,0,"generic threats/impacts  - see notes section","1","41063, 41013, 41005, 41007, 41035, 41049, 41029, 41051, 41001, 41003, 41047, 41023, 41011, 41043, 41037, 41069, 41045, 41057, 41039, 41061, 41019, 41009, 41027, 41025, 41041, 41033, 41021, 41017, 41053, 41065, 41055, 41071, 41015, 41059, 41031, 41067",248604328809,4.29246800570742,4.50557710232936,0.205796598660597,0.256083621154456,0.0709436550186394,0.35687604616397,0.0714856282124325,0.0714856282124325,0.364063147482225,0.427056991545946,0.994829995970687,0.979646660464177,1.25463638747595,1.08371556175464,-0.213109096621946,-0.0502870224938594,0,-0.0629938440637207,0.0151833355065095,0.170920825721302,0,2863.87491650228,19,0,43170.4990189736,4604.463996526,2839.67330161825,620.312661299014,96.1247872128157,NA,1048.35324639592,28846.2781569248,184534.045926749,137704.633883427,17061.1935739406,2722.50227644467,27045.716192937,19,0
"437","Moxostoma sp.","Precluded",2016,"Sicklefin redhorse","Fishes","4","US","V",1,0,0,1,0,1,3,"Habitat modification, demographic stochasticity (spawning sites)","1","37113, 37173, 37039, 13281",4312882784,7.35304133648833,7.02270333585252,0.293600409069531,0.430097523731633,0,0,0.0549648786229947,0.0549648786229947,0.867178941251939,0.903518021432624,0.000461430887188044,0.000461430887188044,3.67086212821434,3.16768793150218,0.330338000635811,-0.136497114662102,0,-0.0363390801806845,0,0.503174196712157,0,7126.99491377877,4,0,12285.9555997398,1926.94982602801,1700.05400526369,23.7791159603191,10.6073151664861,NA,192.509389637518,27314.4412115732,56876.0426859345,54228.9171926663,318.8992225229,40.7458633213807,2287.48040742394,4,0
"462","Nysius wekiuicola","Precluded",2011,"Wekiu bug","Insects","1","US","I",1,0,0,0,0,0,1,"Habitat modification","0","15001",10433637860,4.98892548655385,4.834706558367,0.0826681870011402,0.16058532877233,0.0139680729760547,0,0.207236502499512,0.207236502499512,0.230425693652604,0.302451539338654,0,0,2.51643861649563,2.22624477385025,0.154218928186849,-0.0779171417711898,0,-0.07202584568605,0,0.29019384264538,0,6956,3,0,103435,3847,0,0,0,NA,3847,31420,73238,0,0,0,73238,3,0
"466","Oncorhynchus clarkii virginalis","Precluded",2014,"Rio Grande cutthroat trout","Fishes","2, 6","US","V",1,0,0,1,1,1,4,"Habitat modification, species-species interaction, demographic stochasticity and environmental stochasticity","1","08111, 35049, 35039, 08053, 35055, 08023, 08021, 08109, 35047, 35035, 08007, 08003, 08105, 35033, 35027, 35007, 35051, 35043, 35028, 08079",131757341780,4.14797208103283,3.89759050260657,0.0935611271529971,0.102246670475962,0.0771100456069171,0.0305416711119364,0,0,0.178929277422121,0.179761744146091,1.61308760896634,1.61728186830595,0.855003734812942,0.637478260493599,0.250381578426265,-0.00868554332296448,0,-0.000832466723969499,-0.00419425933961337,0.217525474319343,1,767.131955494571,14,0,17596.1339408207,1990.8057294574,1310.13445834734,109.223757175203,107.233604010913,NA,464.213909923942,28138.6821303191,60045.1889343575,45606.225540495,1330.2514220084,3853.49298586285,9255.21898599123,14,0
"467","Oncorhynchus mykiss aquilarum","Precluded",2016,"Eagle Lake rainbow Trout","Fishes","8","US","V",1,0,0,1,1,0,3,"Habitat modification, demographic stochasticity, enviornmental stochasticity","1","06091, 06067, 06083, 06009, 06111, 06037, 06097, 06031, 06073, 06061, 06075, 06041, 06043, 06035, 06055, 06089, 06053, 06105, 06045, 06027, 06051, 06109, 06095, 06071, 06013, 06003, 06017, 06113, 06115, 06069, 06023, 06065, 06029, 06011, 06015, 06049, 06019, 06039, 06085, 06103, 06077, 06001, 06057, 06007, 06047, 06107, 06099, 06059, 06025, 06101, 06005, 06033, 06063, 06081, 06093, 06087, 06021, 06079",403483182192,6.87818320506527,6.92825474165851,0.833865120669248,0.934089462945004,0.275778180683196,0.391117393760385,0.0420245812942396,0.042311599246627,1.19353011091112,1.29585722238258,0.416760226980969,0.430256180688384,2.390569719457,2.10896761884728,-0.0500715365932463,-0.100224342275756,-0.000287017952387419,-0.102327111471461,-0.0134959537074146,0.281602100609723,0,6175.77365978073,25,0,479503.194146858,37774.7581297248,29687.5047606915,5325.54432083951,1313.35207041104,NA,1448.35697778278,34490.5073071604,2370603.43958521,1770789.92976538,141210.174770824,133980.234205409,324623.100843592,25,0
"468","Oncorhynchus mykiss ssp.","Precluded",1999,"McCloud R. redband trout","Fishes","1","US","V",1,0,0,0,0,0,1,"Habitat modification","1","06091, 06067, 06083, 06009, 06111, 06037, 06097, 06031, 06073, 06061, 06075, 06041, 06043, 06035, 06055, 06089, 06053, 06105, 06045, 06027, 06051, 06109, 06095, 06071, 06013, 06003, 06017, 06113, 06115, 06069, 06023, 06065, 06029, 06011, 06015, 06049, 06019, 06039, 06085, 06103, 06077, 06001, 06057, 06007, 06047, 06107, 06099, 06059, 06025, 06101, 06005, 06033, 06063, 06081, 06093, 06087, 06021, 06079",403483182192,6.87818320506527,6.92825474165851,0.833865120669248,0.934089462945004,0.275778180683196,0.391117393760385,0.0420245812942396,0.042311599246627,1.19353011091112,1.29585722238258,0.416760226980969,0.430256180688384,2.390569719457,2.10896761884728,-0.0500715365932463,-0.100224342275756,-0.000287017952387419,-0.102327111471461,-0.0134959537074146,0.281602100609723,0,6175.77365978073,25,0,479503.194146858,37774.7581297248,29687.5047606915,5325.54432083951,1313.35207041104,NA,1448.35697778278,34490.5073071604,2370603.43958521,1770789.92976538,141210.174770824,133980.234205409,324623.100843592,25,0
"469","Opuntia X multigeniculata","Precluded",2001,"Blue Diamond cholla","Flowering Plants","8","US","P",0,0,0,0,0,0,0,"Unspecified",NA,"32001, 32013, 32003, 32021, 32023, 32005, 32033, 32510, 32011, 32007, 32019, 32015, 32031, 32029, 32017, 32027, 32009",284329327067,3.99296154572333,3.68851867477484,0.138053597692966,0.132406967148452,0.164400144146103,0.0070651335959539,0.00473567497463031,0.00473567497463031,0.214060330505213,0.203767348204091,2.06788213182124,2.11817728557884,0.455628897047369,0.274165493911714,0.304442870948491,0.00564663054451445,0,0.0102929823011222,-0.0502951537575975,0.181463403135655,0,1094.99464383511,18,0,111169.071800853,11875.9114446104,10439.2727940313,53.9372758497093,1187.40117439597,NA,195.300200333453,33122.2172566848,769468.032045958,683723.354349026,397.82959943632,77935.797902342,7411.05019515409,18,0
"486","Paysonia stonensis","Precluded",1999,"Stones River bladderpod","Flowering Plants","4","US","P",1,0,0,1,0,0,2,"Habitat Modification","0","47065, 47115, 47185, 47129, 47013, 47123, 47149, 47159, 47169, 47165, 47061, 47003, 47027, 47097, 47105, 47041, 47081, 47141, 47177, 47095, 47089, 47075, 47099, 47073, 47173, 47009, 47023, 47087, 47127, 47163, 47019, 47179, 47161, 47111, 47069, 47017, 47181, 47107, 47175, 47083, 47055, 47085, 47153, 47145, 47125, 47079, 47043, 47059, 47171, 47031, 47135, 47187, 47035, 47093, 47029, 47067, 47071, 47025, 47143, 47133, 47131, 47147, 47189, 47057, 47011, 47157, 47121, 47103, 47037, 47007, 47183, 47117, 47091, 47155, 47139, 47077, 47109, 47049, 47005, 47137, 47051, 47167, 47001, 47015, 47033, 47021, 47113, 47045, 47053, 47151, 47039, 47119, 47047, 47063, 47101",106798015774,12.3897317296357,12.300516901628,1.30800188353331,1.47685895808778,0.176681918697064,0.117753306968084,0.222695534573795,0.222695534573795,2.22480347471883,2.38211107934865,0.00426461911980035,0.00402201055373387,4.3573518596931,4.00114357094776,0.0892148280077762,-0.168857074554474,0,-0.157307604629818,0.000242608566066483,0.356208288745332,0,3526.62274818203,110,0,48608.9821710525,4055.75478446557,3114.40933503659,55.3547097160697,61.8184827259898,NA,824.172256986918,28626.0283154912,161406.0596227,144190.455222023,16198.9898791459,2294.43711282117,-1277.82259128993,110,0
"487","Pediocactus paradinei","Precluded",1998,"Kaibab plains cactus","Flowering Plants","2","US","P",1,1,0,1,0,0,3,"Habitat modification, species-species interactions","0","04005",48222181220,3.30454468159583,2.87341479846498,0.0492844475605229,0.0550583577349775,0.013857384418691,0.000144347754361364,0.0688666848745006,0.0690066485476527,0.0874541180352209,0.0903410731224481,1.47282137996453,1.47506908071102,0.599868024910298,0.171402647750237,0.43112988313085,-0.0057739101744546,-0.00013996367315211,-0.00288695508722721,-0.00224770074649006,0.428465377160061,0,197,0,0,79194,6930,4915,210,188,NA,1617,33857,229189,204356,1886,5030,17917,0,0
"491","Penstemon grahamii","Precluded",2014,"Graham beardtongue","Flowering Plants","6","US","P",1,0,0,1,1,1,4,"Habitat modification, species-species interactions, demographic stochasticity and environmental stochasticity","1","49013, 49047, 08103, 49007",32162164985,4.01479664754246,3.64593827602675,0.132886863387135,0.113467363888158,0.12121638261236,0.0460672401750932,0.0798277180933483,0.0798277180933483,0.351472421313424,0.220604612252836,1.86885563825085,1.89002351591572,0.60576903951511,0.441179239750026,0.368858371515703,0.019419499498977,0,0.130867809060588,-0.0211678776648707,0.164589799765084,0,741.070916676445,3,0,12581.7261740658,3898.62701164152,1244.75574704521,60.7877250069395,1978.35422579361,NA,614.729313795758,33631.3912520943,215514.679461062,72837.6769708599,763.304683919555,142115.040901665,-201.343095382079,3,0
"492","Penstemon scariosus albifluvis","Precluded",2014,"White River beardtongue","Flowering Plants","6","US","P",1,0,0,1,1,1,4,"Habitat modification, species-species interactions, demographic stochasticity and environmental stochasticity","1","49047, 08103",19951594558,3.92663135506848,3.59613593479808,0.15065345101801,0.117886983486156,0.117792351071737,0.0216062143586785,0.112910703563168,0.112910703563168,0.372727191994578,0.198783661763901,2.04366156219421,2.07546451518765,0.424499036530817,0.36509679667855,0.330495420270399,0.0327664675318539,0,0.173943530230677,-0.0318029529934423,0.0594022398522678,0,711.539686469705,1,0,13427.6528276621,4696.63098251507,1423.32232785281,59.3511755974006,2606.17792256271,NA,607.779556502153,35929.8008164049,278332.015271393,89840.2143536306,555.108054116864,185772.895132122,2163.79773152395,1,0
"498","Phacelia stellaris","Precluded",2013,"Brand's phacelia","Flowering Plants","8","US/Foreign","P",1,0,0,1,0,1,3,"Habitat modification, species-species interaction","0","06037, 06073",21409375981,15.5090938808579,15.3868432525368,3.41730576301985,3.52321581440426,0.111459715055838,0.0316686412910355,0.0826156183537799,0.0826156183537799,4.04180659158585,4.17559745343665,0.0732459221958031,0.0738011660785255,5.15260797449829,4.86989226548351,0.122250628321106,-0.105910051384412,0,-0.133790861850804,-0.00055524388272235,0.282715709014782,0,16684.3250410049,0,0,3757576.05311068,191018.30408319,178144.293376849,3029.78514262554,6216.98748374062,NA,3627.23807997494,43676.6874752545,12120704.2789745,11031258.9299023,77654.088273696,695182.807399282,316608.45339922,0,0
"501","Phrynosoma mcallii","Precluded",1997,"Flat-tailed horned lizard","Reptiles","2","US/Foreign","V",1,0,0,0,0,1,2,"Habitat modification","1","04027",14281265651,2.94210459015619,2.71600612894247,0.350254160573776,0.27853213564515,0.231529837755031,0.332428103892487,0.0417206734975977,0.0417206734975977,0.507207019009818,0.401921871735952,0.264187730659425,0.263978831557691,0.72850080077989,0.578720144836711,0.22609846121372,0.0717220249286261,0,0.105285147273866,0.00020889910173405,0.149780655943179,0,8361,0,0,85115,16443,5901,10089,86,NA,367,25927,815975,260452,261904,1204,292415,0,0
"547","Polemonium pectinatum","Precluded",1996,"No common name","Flowering Plants","1","US","P",0,0,0,1,0,0,1,"Species-Species interaction","0","53007, 53037, 53047",27155074914,3.66183081411535,3.79654652509826,0.128596303189416,0.237295878985865,0.00483810682976757,0.182232441200022,0.128744331344137,0.128744331344137,0.312655397088036,0.470023371080671,0.506515613016012,0.492123529122797,1.36263790068607,1.06828381008593,-0.13471571098291,-0.108699575796449,0,-0.157367973992635,0.0143920838932153,0.294354090600139,0,3493.8564471799,2,0,29746.2062986985,3978.6082565427,2083.98407481793,656.927538065638,55.631054946682,NA,1182.06558871245,30751.4218660487,198544.932862741,96210.9189907617,15971.727169198,1900.3372972377,84461.9494055431,2,0
"548","Polites mardon","Precluded",2012,"Mardon skipper","Insects","1, 8","US","I",1,0,1,1,0,0,3,"Habitat modification and species-species interaction","1","53039, 53059, 53053, 53077, 06015, 06093, 41029, 53067, 41035",67924932795,4.77100848650559,5.22860236170122,0.357836398074996,0.44564810210465,0.0213757860266819,0.575455597529196,0.10035743272996,0.10035743272996,0.583067069083299,0.69947387089809,0.400772774250523,0.325220225667393,1.74926725489016,1.52411536035499,-0.45759387519564,-0.0878117040296537,0,-0.116406801814791,0.0755525485831297,0.22515189453517,0,3908.12201547034,8,0,75334.8749226452,8116.30966334796,5071.07696213599,1612.28650082939,88.895793661889,NA,1344.05040672069,30766.6230338597,400385.919093969,242592.42422461,46440.8409714245,2441.08254222481,108911.57135571,8,0
"556","Potentilla basaltica","Precluded",2013,"Soldier Meadows Cinquefoil","Flowering Plants","8","US","P",1,0,0,1,0,0,2,"Habitat modification and species-species interaction",NA,"06035, 32013",36731148890,3.33304400466124,3.21641474291296,0.0589919803202944,0.077833777080323,0.170723799724662,0.0141629434589975,0,0,0.11658508191082,0.146741049067706,1.58883252168736,1.62827054920786,0.340979435325444,0.292475237921103,0.116629261748283,-0.0188417967600286,0,-0.0301559671568859,-0.0394380275204971,0.0485041974043411,0,835.087821071311,3,0,10931.6128930728,1817.49306871784,538.162706791473,0,1005.41205041629,NA,273.918311510076,30869.6499552055,117987.468797882,26703.3127905094,0,77167.9240886452,14116.2319187271,3,0
"568","Pseudanophthalmus catorycetes","Precluded",2005,"Lesser Adams Cave beetle","Insects","4","US","I",1,0,0,0,0,0,1,"Habitat modification","0","21053, 21003, 21231, 21209, 21061, 21001, 21077, 21097, 21017, 21193, 21055, 21119, 21127, 21175, 21177, 21087, 21237, 21201, 21129, 21117, 21151, 21159, 21189, 21051, 21095, 21063, 21067, 21091, 21059, 21197, 21083, 21113, 21171, 21081, 21217, 21089, 21101, 21141, 21031, 21071, 21021, 21065, 21029, 21015, 21229, 21039, 21235, 21183, 21161, 21023, 21043, 21107, 21013, 21195, 21025, 21227, 21105, 21145, 21225, 21131, 21143, 21121, 21035, 21109, 21007, 21103, 21167, 21135, 21221, 21157, 21099, 21137, 21199, 21037, 21057, 21125, 21085, 21153, 21173, 21123, 21139, 21211, 21219, 21027, 21213, 21205, 21041, 21111, 21075, 21093, 21047, 21005, 21185, 21203, 21223, 21009, 21147, 21191, 21215, 21133, 21049, 21239, 21149, 21073, 21165, 21155, 21069, 21033, 21079, 21045, 21169, 21207, 21163, 21179, 21187, 21011, 21181, 21019, 21115, 21233",102266092821,11.3092438225284,11.2679581932145,0.848555626026295,1.01060923706747,0.232080635711588,0.0952184963789643,0.214605732865154,0.214605732865154,1.69570559197622,1.82686664777339,0.00351222934271527,0.00326307044959098,4.06405266728258,3.86666366881299,0.0412856293138724,-0.162053611041179,0,-0.131161055797178,0.000249158893124294,0.197388998469598,0,2507.64380155519,163,0,22226.7807037352,2200.43951334689,1205.82456646912,47.4472873278445,260.954479566584,NA,686.213179983342,26641.3677449896,73868.9384928109,48238.9164251185,1181.75502358288,16827.7578970151,7620.50914709443,163,0
