,X,scientific_name,common_name,new_notes_on_changes_being_made,conservation_plan_1,conservation_plan_2,conservation_plan_3,sum_part,all_partner_names,coop,total,year_listed_or_precluded,Federal.Listing.Status.x.x.x,Year.listed.x.x,Species.Group.x.x,Regions.of.Occurrence.x.x,U.S..or.Foreign.Listed.x.x,Vertebrate.invertebrate.plant.x.x,hab.x.x,over.x.x,poll.x.x,spsp.x.x,env.x.x,demo.x.x,total.x.x,threats.addressed.by.conservation.x.x,threats.addressed.by.regulation..1...yes..0...no..x.x,n_counties.x,countynames.x,counties_fips_final.x,area.x,area_weighted_footprint_2009,area_weighted_footprint_1993,area_weighted_built2009,area_weighted_built1994,area_weighted_crops2005,area_weighted_crops1992,area_weighted_navwater2009,area_weighted_navwater1994,area_weighted_lights2009,area_weighted_lights1994,area_weighted_pasture2009,area_weighted_pasture1993,area_weighted_pop2010,area_weighted_pop1990,change_footprint_area_weighted,change_built_area_weighted,change_navwater_area_weighted,change_lights_area_weighted,change_pasture_area_weighted,change_population_area_weighted,landvalue,totalemployment,employmentsumrelevant,employmentconstruction,employmentforest,employmentmining,employmentfarm,percapitaincome,incomerelevant,incomeconstruct,incomeforest,incomemining,incomefarm,percentpublic,percentprivate,percentfederal
34,26,Penstemon grahamii,GRAHAM BEARDTONGUE,Salafsky information not utilized,None,NA,NA,6_NA_NA,"Uintah County, Rio Blanco County, Utah School and Institutional Trust Lands Administration, Utah Governors Public Lands Policy Coordination Office, Utah Division of Wildlife Resources, BLM, USFWS",0,7,8/6/2014,Precluded,2014,Flowering Plants,6,US,P,1,0,0,1,1,1,4,"Habitat modification, species-species interactions, demographic stochasticity and environmental stochasticity",1,4,"Duchesne, Uintah, Rio Blanco, Carbon","49013, 49047, 08103, 49007",32162164985,4.014796648,3.645938276,0.132886863,0.113467364,0.121216383,0.04606724,0.079827718,0.079827718,0.351472421,0.220604612,1.868855638,1.890023516,0.44117924,0.44117924,0.368858372,0.019419499,0,0.130867809,-0.021167878,0.44117924,741.0709167,12581.72617,4203.1698,1244.755747,97.80790574,2245.876834,614.7293138,33631.39125,235197.0196,72837.67697,1228.162965,161332.5227,-201.3430954,0.73164943,0,0.706390674
35,53,Penstemon scariosus albifluvis,WHITE RIVER BEARDTONGUE,NA,None,NA,NA,6_NA_NA,"Uintah County, Rio Blanco County,  Utah School and Institutional Trust Lands Administration, Utah Governors Public Lands Policy Coordination Office, Utah Division of Wildlife Resources, BLM, USFWS",added the 1 cooperator to total count,7,8/6/2014,Precluded,2014,Flowering Plants,6,US,P,1,0,0,1,1,1,4,"Habitat modification, species-species interactions, demographic stochasticity and environmental stochasticity",1,2,"Uintah, Rio Blanco","49047, 08103",19951594558,3.926631355,3.596135935,0.150653451,0.117886983,0.117792351,0.021606214,0.112910704,0.112910704,0.372727192,0.198783662,2.043661562,2.075464515,0.365096797,0.365096797,0.33049542,0.032766468,0,0.17394353,-0.031802953,0.365096797,711.5396865,13427.65283,4739.279807,1423.322328,102,2606.177923,607.7795565,35929.80082,278730.9072,89840.21435,954,185772.8951,2163.797732,0.803411554,0,0.793555316
36,10,Phacelia stellaris,BRAND'S PHACELIA,NA,HCP,CCA,NA,5_16_NA,"California Department of Fish and Game, California Department of Forestry and Fire Protection, California Department of Parks and Recreation, Center for Natural Lands Management, City of Riverside Park and Recreation Department, Metropolitan Water District, Riverside County Environmental Programs Department, Riverside County Habitat Conservation Agency, Riverside County Regional Park and Open-Space District, Riverside Land Conservancy, San Diego State University Field Stations Program, The Nature Conservancy, University of California Riverside, BLM, USFWS, USFS, US Navy, US Marine Corps, US Customs and Border Protection, California State Parks",0,20,11/22/2013,Precluded,2013,Flowering Plants,8,US/Foreign,P,1,0,0,1,0,1,3,"Habitat modification, species-species interaction",0,2,"Los Angeles, San Diego","06037, 06073",21409375981,15.50909388,15.38684325,3.417305763,3.523215814,0.111459715,0.031668641,0.082615618,0.082615618,4.041806592,4.175597453,0.073245922,0.073801166,4.869892265,4.869892265,0.122250628,-0.105910051,0,-0.133790862,-0.000555244,4.869892265,16684.32504,3757576.053,191018.3041,178144.2934,3029.785143,6216.987484,3627.23808,43676.68748,12120704.28,11031258.93,77654.08827,695182.8074,316608.4534,0.393168914,0.000978247,0.208451036
37,22,Phrynosoma mcallii,FLAT-TAILED HORNED LIZARD,years check?,HCP,CCA,NA,10_43+_??,"Anza-Borrego State Park, Arizona Game and Fish Department, California Department of Fish and Game, California State Parks, Ocotillo Wells State Vehicular Recreation Area, BLM, U.S. Bureau of Reclamation, USFWS, U.S. Marine Corps Air Station, U.S. Naval Air Facility, U.S. Navy SW Division, The Arizona Department of Water Resources, Arizona Electric Power Cooperative Inc., Arizona Game and Fish Commission, Arizona Power Authority, Central Arizona Water Conservation District, Cibola Valley Irrigation and Drainage District, City of Bullhead City, City of Lake Havasu City, City of Mesa, City of Somerton, City of Yuma, Electrical District No. 3 Pinal County Arizona, Golden Shores Water Conservation District, Mohave County Water Authority, Mohave Valley Irrigation and Drainage District, Mohave Water Conservation District, North Gila Valley Irrigation and Drainage District, Salt River Project Agricultural Improvement and Power District, Town of Fredonia, Town of Thatcher, Town of Wickenburg, Unit “B” Irrigation and Drainage District, Wellton-Mohawk Irrigation and Drainage District, Yuma County Water Users’ Association; Yuma Irrigation District, Yuma Mesa Irrigation and Drainage District, City of Needles, Coachella Valley Water District, Colorado River Board of California, Imperial Irrigation District, Los Angeles Department of Water and Power, Palo Verde Irrigation District, San Diego County Water Authority, Southern California Edison Company, the Southern California Public Power Authority, Bard Water District, Metropolitan Water District of Southern California, NPS, Bureau of Indian Affairs, Western Area Power Administration (Western), Colorado River Commission of Nevada, Nevada Department of Wildlife, Basic Water Company, Southern Nevada Water Authority",0,54,7/15/1997,Precluded,1997,Reptiles,2,US/Foreign,V,1,0,0,0,0,1,2,Habitat modification,1,1,Yuma,4027,14281265651,2.94210459,2.716006129,0.350254161,0.278532136,0.231529838,0.332428104,0.041720673,0.041720673,0.507207019,0.401921872,0.264187731,0.263978832,0.578720145,0.578720145,0.226098461,0.071722025,0,0.105285147,0.000208899,0.578720145,8361,85115,16443,5901,10089,86,367,25927,815975,260452,261904,1204,292415,0.513133804,0,0.474623962
38,44,Potentilla basaltica,SOLDIER MEADOW CINQUEFOIL,NA,None,NA,NA,3+ private_NA_NA,"BLM,  Nevada Division of Wildlife, USFWS",0,3,8/2/2013,Precluded,2013,Flowering Plants,8,US,P,1,0,0,1,0,0,2,Habitat modification and species-species interaction,NA,2,"Lassen, Humboldt","06035, 32013",36731148890,3.333044005,3.216414743,0.05899198,0.077833777,0.1707238,0.014162943,0,0,0.116585082,0.146741049,1.588832522,1.628270549,0.292475238,0.292475238,0.116629262,-0.018841797,0,-0.030155967,-0.039438028,0.292475238,835.0878211,10931.61289,NA,538.1627068,NA,1479,273.9183115,30869.64996,NA,26703.31279,NA,113517,14116.23192,0.869608708,0,0.944649643
39,31,Pseudanophthalmus catorycetes,LESSER ADAMS CAVE BEETLE,NA,CCA,assuran,NA,2_NA_NA,"Southern conservation corporation,  USFWS",0,2,12/8/2005,Precluded,2005,Insects,4,US,I,1,0,0,0,0,0,1,Habitat modification,0,1,Madison,21151,1132603918,15.94946819,15.08216549,2.359063313,2.220294883,0.006071119,0,0.387550773,0.387550773,3.820468343,3.49349523,0,0,4.604509974,4.604509974,0.867302695,0.13876843,0,0.326973114,0,4.604509974,2951,41440,NA,2476,NA,NA,1153,26979,NA,66835,NA,NA,3872,0.008346062,0.02213801,2.50E-06
40,46,Pseudanophthalmus inexpectatus,SURPRISING CAVE BEETLE,NA,CCA,NA,NA,2_NA_NA,"USFWS, NPS",0,2,12/6/2007,Precluded,2007,Insects,4,US,I,1,0,0,0,0,0,1,NA,1,1,Edmonson,21061,784468319,7.26328826,7.189167654,0,0,0.01758794,0,0.297520737,0.297520737,0.344221106,0.405778894,0,0,3.285175879,3.285175879,0.074120606,0,0,-0.061557789,0,3.285175879,2169,2966,NA,234,NA,9,627,23622,NA,9094,NA,83,598,0.248985859,0,0.248225479
41,8,Pseudanophthalmus major,BEAVER CAVE BEETLE,NA,None,NA,NA,NA_NA_NA,"Kentucky Ecological Services Field Office, Owner of the Beaver Cave property,  Kentucky Department of Fish and Wildlife Resources,  Natural Resources Conservation Service,  Farm Service Agency,  Kentucky State Nature Preserves Commission,  Kentucky Division of Forestry",0,7,10/11/2006,Precluded,2006,Insects,4,US,I,1,0,1,0,0,0,2,Habitat modification,1,1,Harrison,21097,793480924,8.63746838,8.621258901,0.349127182,0.374064838,0,0,0.205874597,0.205874597,0.63840399,0.724438903,0,0,3.612219451,3.612219451,0.016209479,-0.024937656,0,-0.086034913,0,3.612219451,2683,8172,NA,568,NA,9,956,27365,NA,20731,NA,30,4219,0.012570145,0,0.000384445
42,27,Pseudanophthalmus pholeter,GREATER ADAMS CAVE BEETLE,NA,CCA,assuran,NA,2_NA_NA,"Southern conservation corporation,  USFWS",0,2,12/8/2005,Precluded,2005,Insects,4,US,I,1,0,0,0,0,0,1,Habitat modification,0,1,Madison,21151,1132603918,15.94946819,15.08216549,2.359063313,2.220294883,0.006071119,0,0.387550773,0.387550773,3.820468343,3.49349523,0,0,4.604509974,4.604509974,0.867302695,0.13876843,0,0.326973114,0,4.604509974,2951,41440,NA,2476,NA,NA,1153,26979,NA,66835,NA,NA,3872,0.008346062,0.02213801,2.50E-06
43,37,Pyrgulopsis morrisoni,PAGE SPRINGSNAIL,NA,NA,NA,NA,2_NA_NA,"Arizona Game and Fish Department, USFWS",0,2,10/8/2015,Precluded,2015,Snails,2,US,I,1,0,0,1,0,1,3,"Habitat modification, species-species interactions",1,1,Yavapai,4025,21039796372,4.181501978,3.588770922,0.190715063,0.161374284,0.282901898,0.008281671,0,0,0.339027968,0.27282192,0.534049501,0.567128863,1.298282145,1.298282145,0.592731056,0.029340779,0,0.066206048,-0.033079362,1.298282145,1779,98495,13230,10729,308,1544,649,30284,496490,409141,2019,74977,10353,NA,0,0.613601065
44,21,Pyrgulopsis notidicola,ELONGATE MUD MEADOW SPRINGSNAIL,NA,NA,NA,NA,7_NA_NA,"Nevada Department of Wildlife, NPS, BLM, USFWS, Nevada Natural Heritage Program, The Nature Conservancy, Desert Research Institute",0,7,11/21/2012,Precluded,2012,Snails,8,US,I,1,0,0,1,0,0,2,"Habitat modification, species-species interaction",1,1,Humboldt,32013,24969533279,3.263829004,3.131467838,0.043947263,0.075908909,0.24330803,0.008949261,0,0,0.088653616,0.128885338,1.9417499,1.998761486,0.111586097,0.111586097,0.132361166,-0.031961646,0,-0.040231722,-0.057011586,0.111586097,577,9743,NA,534,NA,1479,215,33561,NA,29175,NA,113517,11422,0.944649643,0,0.944649643
45,47,Rorippa subumbellata,TAHOE YELLOW CRESS,NA,CCA,NA,NA,13_13_NA,"California Department of Fish and Wildlife, California State Lands Commission, California Department of Parks and Recreation, California Tahoe Conservancy, League to Save Lake Tahoe, Nevada Division of Forestry, Nevada Division of State Lands, Nevada Division of State Parks, Nevada Natural Heritage Program, Tahoe Lakefront Owners's Association, Tahoe Regional Planning Agency, USFWS, USFS",0,13,10/8/2015,Precluded,2015,Flowering Plants,8,US,P,1,0,0,0,0,0,1,None,1,5,"Washoe, Placer, Carson City, Douglas, El Dorado","32031, 06061, 32510, 32005, 06017",26603473882,6.810882992,6.062434146,0.686485992,0.698711547,0.037162888,0.026022645,0,0,1.024153437,1.022822526,1.095249174,1.101327131,1.585812309,1.585812309,0.748448847,-0.012225555,0,0.001330911,-0.006077956,1.585812309,3783.047489,219166.5388,21798.91601,19924.1873,327.101157,946.4650098,601.1625478,46426.51213,1377395.095,1321223.765,5427.460247,48693.79667,2050.073936,0.762086687,1.85E-06,0.746812578
46,19,Sceloporus arenicolus,DUNES SAGEBRUSH LIZARD,NA,CCA,NA,NA,3+_15_NA,"USFWS, BLM, Center of Excellence for Hazardous Materials Management, Natural Resources Conservation Service, Texas A&M University, Texas Comptroller of Public Accounts, Texas Interagency Task Force on Economic Growth and Endangered Species, Texas Department of Agriculture, Texas Parks and Wildlife Department, Railroad Commission of Texas, University of Texas System - University Lands, Texas Farm Bureau, Texas Oil and Gas Association, Texas Royalty Council, Texas and Southwestern Cattle Raisers Association, Texas Wildlife Association, Texas Association of Business",0,17,6/19/2012,Precluded,2012,Reptiles,2,US,V,1,0,1,0,1,0,3,none,0,11,"Winkler, Cochran, Eddy, Gaines, Chaves, Lea, Crane, Ward, Andrews, Roosevelt, Yoakum","48495, 48079, 35015, 48165, 35005, 35025, 48103, 48475, 48003, 35041, 48501",62472327673,5.46978012,5.134865396,0.166088114,0.222511333,0.249822148,0.02149423,0,0,0.387050377,0.408773195,2.216453099,2.25622407,0.637110594,0.637110594,0.334914724,-0.056423219,0,-0.021722818,-0.039770971,0.637110594,401.8159756,21268.76337,4842.893765,1528.624083,228.5190776,2650.413698,435.3369059,31141.76771,314370.812,64228.69725,5971.883906,179411.8838,64758.34707,0.491426979,0,0.409091747
47,55,Solidago plumosa,YADKIN RIVER GOLDENROD,NA,NA,NA,NA,2 partners +1 collaborator_NA_NA,"Alcoa Power Generating Inc, USFWS",0,2,11/22/2013,Precluded,2013,Flowering Plants,4,US,P,1,0,0,1,0,0,2,none,0,2,"Montgomery, Stanly","37123, 37167",2296416963,12.82665603,12.65055767,0.852837254,0.951046653,0.00892761,0.396874951,0.254155215,0.254155215,2.549385422,2.28435952,0,0,4.250923146,4.250923146,0.17609836,-0.098209399,0,0.265025902,0,4.250923146,3849.810838,19625.43844,2233.753681,1568.976378,221,36,407.7773024,28409.08666,81855.65149,55554.24128,4672,708,20921.41021,0.087652908,0,0.070145899
48,52,Sonorella macrophallus,WET CANYON TALUSSNAIL,NA,NA,NA,NA,3_NA_NA,"USFS,  USFWS,  Arizona Game and Fish Department",0,3,10/30/2001,Precluded,2001,Snails,2,US,I,1,0,0,0,0,0,1,Habitat modification,0,1,Graham,4009,11972778533,4.456389073,3.839603183,0.084012643,0.093162535,0.112377308,0,0,0,0.18224921,0.149309599,2.193894527,2.236483114,0.553069373,0.553069373,0.61678589,-0.009149892,0,0.032939611,-0.042588588,0.553069373,551,11622,NA,696,NA,NA,326,22917,NA,19447,NA,NA,12605,0.560559795,0,0.45173168
49,35,Sylvilagus transitionalis,NEW ENGLAND COTTONTAIL,NA,assuran,NA,NA,51?_2?_2?,"USGS, Natural Resources Conservation Service, USFWS, Mashpee Wampanoag Tribe, Lyme Land Conservation Trust, American Forest Foundation, Woodcock Limited, WCS Queens Zoo, Wells National Esturarine Research Reserve, Roger Williams Park Zoo, Audubon Connecticut, Connecticut Audubon Society, Open Space Institute, Audubon New York, Quail Forever, Pheasants Forever, Doris Duke Charitable Foundation, Wildlife Conservation Society, Amrican Bird Conservancy, Quality Deer Management Association, Sustainable Forestry Initiative, White Memorial Foundation, National Fish and Wildlife Foundation, Ruffed Grouse Society/American Woodcock Society, National Wild Turkey Federation, Wildlife Management Institute, New Engalnd Cottontail Conservation Initiative, Northeast Forest and Fire Management, Lyme Timber Company, Monterey Preservation Land Trust, Narrow River Land Trust, Nantucket Conservation Foundation, Scarborough Land Trust, Avalonia Land Conservancy, Orenda Wildlife Land Trust, Trustees of Reservations, Berkshire Natural Resources Council, York Land Trust, Becket Land Trust, Trust for Public Land, Massachusetts National Guard, New York Division of Fish Wildlife and Marine Resources, Northeast Association of Fish and Wildlife Agencies, Rhode Island Division of Fish and Wildlife, Connecticute Department of Energy and Environmental Protection, Massachusetts Division of Fisheries and Wildlife, New Hampshire Fish and Game Department, Maine Department of Inland Fisheries and Wildlife, University of Rhode Island College of Envionment and Life Sciences, University of New Hampshire, University of New Hampshire Cooperative Extenson, New Hampshire Fish and Game Department",0,52,9/15/2015,Precluded,2015,Mammals,5,US,V,1,0,0,1,0,1,3,"Habitat modification, demographic stochasticity",1,7,"Westchester, Cumberland, Putnam, Columbia, Dutchess, York, Oxford","36119, 23005, 36079, 36021, 36027, 23031, 23017",15525687567,16.13508149,14.92236686,2.538647883,2.181020954,0.000440882,0.000434357,0.273716896,0.273716896,4.01554258,3.312849725,0,0,4.445307714,4.445307714,1.212714634,0.357626929,0,0.702692855,0,4.445307714,6446.353625,125366.1489,10105.2358,8787.759715,726.3186198,112.3532104,478.8042596,39551.76781,490489.5501,463183.8948,14247.4395,3346.325441,9711.89036,0.127753622,0.000155203,0.019788706
50,24,Symphyotrichum georgianum,GEORGIA ASTER,NA,CCA,NA,NA,9_NA_NA,"USFWS, Clemson University, Georgia Department of Natural Resources, Georgia Department of Transportation, Georgia Power, Mecklenburg County Park and Recreation North Carolina, NPS, North Carolina Department of Agriculture & Consumer Services Plant Conservation Program, USFS",0,9,9/18/2014,Precluded,2014,Flowering Plants,4,US,P,1,0,1,1,0,0,3,"Habitat modification, pollution",1,76,"York, Blount, Polk, Muscogee, Paulding, Murray, Pickens, Madison, Rabun, Whitfield, McDuffie, Randolph, Edgefield, Richmond, Fairfield, White, Carroll, Rockdale, Clay, Tuscaloosa, Greenwood, Houston, Heard, Lancaster, Laurens, Union, Harris, Stephens, Bartow, Anderson, McCormick, Haralson, Walker, Hall, Oconee, Banks, Habersham, Pickens, Chattooga, Gwinnett, Saluda, Cherokee, Chesterfield, Union, Kershaw, Clarke, Shelby, Randolph, Montgomery, Clayton, Gordon, Cobb, Rowan, Abbeville, Richland, Talladega, Coweta, Fulton, Leon, Davidson, Forsyth, Etowah, Floyd, Cherokee, St. Clair, Dawson, Lincoln, Aiken, Gaston, Mecklenburg, Stanly, DeKalb, Elbert, Bibb, Chester, Douglas","45091, 01009, 13233, 13215, 13223, 13213, 13227, 13195, 13241, 13313, 13189, 13243, 45037, 13245, 45039, 13311, 13045, 13247, 01027, 01125, 45047, 13153, 13149, 45057, 45059, 37179, 13145, 13257, 13015, 45007, 45065, 13143, 13295, 13139, 45073, 13011, 13137, 45077, 13055, 13135, 45081, 13057, 45025, 45087, 45055, 13059, 01117, 37151, 37123, 13063, 13129, 13067, 37159, 45001, 45079, 01121, 13077, 13121, 12073, 37057, 13117, 01055, 13115, 45021, 01115, 13085, 37109, 45003, 37071, 37119, 37167, 13089, 13105, 01007, 45023, 13097",91040688014,15.93910122,15.94061388,2.435470759,2.394308881,0.010266053,0.653069127,0.132673221,0.132673221,3.729354582,3.580857311,0.000531562,0.000531562,4.626697561,4.626697561,-0.001512659,0.041161878,0,0.148497271,0,4.626697561,4311.385257,86989.2839,7067.295941,5970.456835,217.0086138,375.4130965,504.417396,30808.31176,317573.4306,276302.4135,5638.366491,25527.90751,10104.74304,0.099577544,0.000805141,0.064694788
51,12,Synthyris ranunculina,CHARLESTON KITTENTAILS,NA,CCA,HCP,NA,3?_10_NA,"Nevada Department of Conservation and Natural Resources, Clark County, USFS, USFWS, BLM, NPS, Nevada Department of Wildlife, Nevada Department of Transportation, Nevada Division of State Parks, U.S. Air Force, Boulder City",0,11,2/28/1996,Precluded,1996,Flowering Plants,8,US,P,1,0,0,0,0,0,1,NA,NA,1,Clark,32003,20439281450,8.004329662,6.751215263,0.974177844,0.839578063,0.003675242,0.000334113,0.065877623,0.065877623,1.311345521,1.161519737,1.865925254,1.875853181,1.245000239,1.245000239,1.2531144,0.13459978,0,0.149825784,-0.009927927,1.245000239,3039,1174103,118688,116272,311,1941,164,39928,7648158,7688677,924,-44067,2624,0.852512706,0,0.843388157
52,45,Urocitellus endemicus,SOUTHERN IDAHO GROUND SQUIRREL,NA,assuran,NA,NA,3+ private_4_NA,"Idaho Department of Fish and Game, Idaho Governor's Office of Species Conservation, USFWS, Soulen Livestock Company Inc. (Soulen Livestock)","North Carolina Wildlife Resources Commission, Duke Energy Carolinas, Eastern Band of Cherokee Indians, Tennessee Valley Authority,  Georgia Department of Natural Resources, USFWS",4,10/8/2015,Precluded,2015,Mammals,1,US,V,1,0,0,1,0,0,2,Habitat modification,0,4,"Gem, Adams, Washington, Payette","16045, 16003, 16087, 16075",9796168928,5.102909474,5.208405242,0.098924935,0.166616772,0.326569682,0.609519715,0.207274401,0.207274401,0.229111895,0.350376152,1.378004099,1.39142567,1.058730459,1.058730459,-0.105495768,-0.067691837,0,-0.121264256,-0.013421571,1.058730459,1496.897121,4781.927693,1054.459682,422.8701287,143,11,477.5895536,28144.36481,20046.35603,11764.14127,4421,-163,4024.214759,0.688616153,0,0.661000124
53,50,Urocitellus washingtoni,WASHINGTON GROUND SQUIRREL,NA,HCP,assuran,NA,2+_5_NA,"Foster Creek Conservation District, Threemile Canyon Farms, The Nature Conservancy,  General Electric, USFWS",0,5,9/21/2016,Precluded,2016,Mammals,1,US,V,1,0,0,0,0,0,1,Habitat modification,1,19,"Columbia, Stevens, Grant, Spokane, Walla Walla, Whitman, Franklin, Yakima, Kittitas, Ferry, Umatilla, Douglas, Gilliam, Chelan, Morrow, Okanogan, Lincoln, Adams, Benton","53013, 53065, 53025, 53063, 53071, 53075, 53021, 53077, 53037, 53019, 41059, 53017, 41021, 53007, 41049, 53047, 53043, 53001, 53005",1.13048E+11,5.614453638,6.305099683,0.282667372,0.368201699,0.342179704,1.217367407,0.147633709,0.147633709,0.555494281,0.658486526,0.572845303,0.5209355,1.350955969,1.350955969,-0.690646045,-0.085534327,0,-0.102992244,0.051909803,1.350955969,1892.217713,44826.38412,5992.213735,2780.809772,1888.714193,94.20064462,1228.489125,29624.37757,321377.4061,130233.8283,54071.60201,3077.673051,133994.3027,0.318916664,1.94E-06,0.24651088
54,49,Zaitzevia thermae,WARM SPRINGS ZAITZEVIAN RIFFLE BEETLE,NA,CCA,NA,NA,4+_NA_NA,"USFWS,  Montana State University,  Montana Fish Wildlife and Parks",0,3,12/6/2007,Precluded,2007,Insects,6,US,I,1,0,1,0,0,0,2,"Habitat modification, pollution",1,1,Gallatin,30031,6746899240,5.936426936,5.779271539,0.509218613,0.5618964,0.208955224,0.68627451,0.031787122,0.031787122,0.89332748,0.97761194,0.430494586,0.405911618,1.431372549,1.431372549,0.157155397,-0.052677788,0,-0.08428446,0.024582968,1.431372549,2261,68838,11010,9174,523,417,896,38403,463884,414111,7134,16366,26273,0.5626309,0,0.459420727
