"","ID","Scientific name","Common name","Listing Status","Year listed/precluded","Year","Regions of occurrence","US vs foreign","Vert vs invert","Species group","Number of counties","County names","County FIPS","Range.Area","Habitat.modification","Overutilization","Pollution","Species.species.interactions","Env.Stochasticity","Demographic.Stochasticity","Total threats","avg_footprint_2009","avg_footprint_1993","absolute_change_footprint","cropland_footprint_2005","cropland_footprint_1992","absolute_change_cropland_footprint","pasture_footprint_2009","pasture_footprint_1993","absolute_change_pasture_footprint","lights_footprint_2009","lights_footprint_1994","absolute_change_lights_footprint","population_footprint_2010","population_footprint_1990","absolute_change_population_footprint","built_footprint_2009","built_footprint_1994","absolute_change_built_footprint","navwater_footprint_2009","navwater_footprint_1994","absolute_change_navwater_footprint","agland_value","avg_employment","per_capita_income","nserve_pop_stability","Education","public_mang_shannons_diversity","env_ballot_pass_proportion","prior_listed_density","prior_rec_density"
"79",79,"Villosa perpurpurea","Purple bean","Listed","1/10/1997",1997,"4, 5","US","I","Clams",20,"Cumberland, Dickenson, Washington, Roane, Anderson, Hawkins, Sullivan, Washington, Scott, Tazewell, Buchanan, Wise, Scott, Russell, Morgan, Bland, Lee, Greene, Smyth, Hancock","47035, 51051, 51191, 47145, 47001, 47073, 47163, 47179, 47151, 51185, 51027, 51195, 51169, 51167, 47129, 51021, 51105, 47059, 51173, 47067",23504770569,1,0,1,0,1,1,4,11.5362765614202,11.9243575749835,-0.388081013563299,0.000216450216450217,0.0176645629601924,-0.0174481127437422,0.0708210130512734,0.0682642421805008,0.00255677087077261,2.05029966069996,2.3113761673467,-0.26107650664674,4.41685858441055,4.212439169245,0.20441941516555,1.06684246545076,1.38337504464019,-0.31653257918943,0.10917809997254,0.10917809997254,0,3.4973496902995,0.182822886417258,2.68867357582377,NA,0.0665510065460795,1.45792972391836,0,13.9546139808994,0.255267328918891
"80",80,"Cirsium hydrophilum var. hydrophilum","Suisun thistle","Listed","11/20/1997",1997,"8","US","P","Flowering Plants",1,"Solano","06095",2128347201,1,0,0,1,0,1,3,16.8736780083792,16.8631331992118,0.0105448091674027,1.38400702987698,1.14411247803163,0.23989455184535,0.137961335676626,0.212653778558875,-0.074692442882249,3.8695079086116,4.16432337434095,-0.29481546572935,5.17706502636204,4.8128295254833,0.36423550087874,2.798769771529,3.02284710017575,-0.22407732864675,0.0332548582364077,0.0332548582364077,0,4.934,0.851933368365869,3.7686,3,0.113800537505914,1.20090915387576,0,11.7462038093474,0
"81",81,"Quadrula cylindrica strigillata","Rough rabbitsfoot","Listed","1/10/1997",1997,"4, 5","US","I","Clams",25,"Scott, Hawkins, Greene, Washington, Roane, Buchanan, Washington, Russell, Hancock, Norton, Anderson, Claiborne, Tazewell, Loudon, Hamblen, Smyth, Union, Grainger, Bland, Wythe, Lee, Wise, Dickenson, Knox, Campbell","51169, 47073, 47059, 51191, 47145, 51027, 47179, 51167, 47067, 51720, 47001, 47025, 51185, 47105, 47063, 51173, 47173, 47057, 51021, 51197, 51105, 51195, 51051, 47093, 47013",25157565376,1,0,1,0,1,1,4,13.5368861642365,13.9794605078159,-0.4425743435794,0.000404948252630372,0.0276574461204975,-0.0272524978678671,0.0696700554741313,0.0676246387775132,0.0020454166966181,2.6592007482032,2.93440627496064,-0.27520552675744,4.67462462726318,4.46428842144052,0.21033620582266,1.61350711683985,1.96600505830526,-0.35249794146541,0.197783743529059,0.197783743529059,0,3.69030770284034,0.284384434386693,2.76030773094232,5,0.069479255563434,1.38624983651146,0.04,17.2910213487902,0.278246320555244
"82",82,"Navarretia leucocephala ssp. pauciflora (=N. pauciflora)","Few-flowered navarretia","Listed","6/18/1997",1997,"8","US","P","Flowering Plants",5,"Solano, Sonoma, Lake, Mendocino, Napa","06095, 06097, 06033, 06045, 06055",20483739024,1,0,0,0,1,1,3,9.56710819414452,9.75903198312583,-0.19192378898131,0.306302801685903,0.23477903042493,0.071523771260973,0.229515971661665,0.231732359254064,-0.00221638759239898,1.72561180102695,2.02910856124661,-0.30349676021966,3.9544660319618,3.62631640409865,0.32814962786315,1.08614150993857,1.36947513687482,-0.28333362693625,0.0500038796421819,0.0525542920596452,-0.0025504124174633,10.0583284448525,0.306072050256756,3.71075738712817,NA,0.116290164005853,1.53067093340501,0.2,5.12601727042976,0.048819212099331
"83",83,"Sidalcea oregana ssp. valida","Kenwood Marsh checker-mallow","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",1,"Sonoma","06097",4081450561,1,0,0,1,0,1,3,11.4979766382356,11.9732533830265,-0.4752767447909,0.0861008610086101,0.0034440344403444,0.0826568265682657,0.262484624846248,0.235916359163592,0.026568265682656,2.2740467404674,2.80762607626076,-0.53357933579336,5.09840098400984,4.62287822878229,0.47552275522755,1.40221402214022,1.92865928659287,-0.52644526445265,0.1208849527374,0.1208849527374,0,15.887,0.685979153282705,4.4709,3,0.144863273050984,1.26653827717063,1,6.86030605578123,0
"84",84,"Orcuttia pilosa","Hairy Orcutt grass","Listed","3/26/1997",1997,"8","US","P","Flowering Plants",9,"Tehama, Butte, Tuolumne, Fresno, Stanislaus, Madera, Merced, Glenn, Colusa","06103, 06007, 06109, 06019, 06099, 06039, 06047, 06021, 06011",53865299336,1,0,0,0,0,0,1,7.10506036353074,7.49882887243477,-0.393768508904031,0.621985455501545,1.2048293502791,-0.582843894777555,0.310740939659702,0.349106126785689,-0.038365187125987,0.999122133314918,1.07786224542243,-0.0787401121075121,2.83860229965825,2.43196980748154,0.40663249217671,0.550925963745197,0.651377773886134,-0.100451810140937,0,0,0,6.25082776074708,0.187355498333882,2.99490027652476,3,0.0725029664012951,1.59498086551926,0,2.17208483833311,0.0185648276780607
"85",85,"Limnanthes gracilis parishii","Parish's meadowfoam","Precluded","2/6/1997",1997,"8","US","P","Flowering Plants",2,"Riverside, San Diego","06065, 06073",29563329838,1,0,1,1,0,0,3,10.9316295544836,10.1891518147728,0.7424777397108,0.100456638964052,0.059144030322173,0.041312608641879,0.295514849058436,0.298771301521433,-0.00325645246299699,2.63295513298775,2.51358326606824,0.11937186691951,3.80983238503813,3.25854397288128,0.55128841215685,2.13418824020549,2.10042693476088,0.0337613054446102,0.0359767543955868,0.0359767543955868,0,17.0486706280184,0.942115795230874,3.64858793751404,5,0.116221913811951,1.28748950845466,0.5,1.75893582640885,0
"86",86,"Orcuttia tenuis","Slender Orcutt grass","Listed","3/26/1997",1997,"1, 8","US","P","Flowering Plants",9,"Butte, Lake, Lassen, Modoc, Plumas, Sacramento, Shasta, Siskiyou, Tehama","06007, 06033, 06035, 06049, 06063, 06067, 06089, 06093, 06103",72185195334,1,0,0,0,0,1,2,6.2850681410645,6.42087061065459,-0.135802469590089,0.103201747077384,0.39282219839111,-0.289620451313726,0.326472295561797,0.31975541386363,0.00671688169816703,0.959704323157703,1.06093572137725,-0.101231398219547,2.36949386988428,2.05896829422843,0.31052557565585,0.673651702531968,0.735844779719196,-0.062193077187228,0.0139179336831852,0.0139179336831852,0,3.0139283737221,0.155303036143752,3.05399772289126,5,0.0942714145118526,1.06125497400177,0.111111111111111,1.21908653973748,0.0692662806669022
"87",87,"Pentachaeta lyonii","Lyon's pentachaeta","Listed","1/29/1997",1997,"8","US","P","Flowering Plants",2,"Ventura, Los Angeles","06111, 06037",15283891192,1,0,0,1,0,1,3,15.1656596075239,15.2444641703267,-0.0788045628027998,0.110460232045955,0.0337209728451182,0.0767392592008368,0.072327044025157,0.072536687631027,-0.000209643605870002,3.94403015633445,4.17404806945046,-0.23001791311601,4.90931669249867,4.64763110293728,0.261685589561391,3.333288919003,3.52029077643818,-0.18700185743518,0.113485236743612,0.113485236743612,0,16.761268712887,4.01819400756697,4.36378601035966,3,0.131217543396104,0.331856088314132,0.5,4.44912876869949,0.130856728491162
"88",88,"Trifolium amoenum","Showy Indian clover","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",12,"Marin, Tehama, Mendocino, Sonoma, Contra Costa, San Francisco, Santa Clara, Solano, Glenn, San Mateo, Napa, Lake","06041, 06103, 06045, 06097, 06013, 06075, 06085, 06095, 06021, 06081, 06055, 06033",39357857223,1,0,0,1,0,1,3,12.2671680852889,12.3864755225715,-0.1193074372826,0.233375798881684,0.275979414072015,-0.042603615190331,0.2696031777909,0.269199115603262,0.000404062187637999,2.64790965903838,2.90759288557644,-0.25968322653806,4.42696580777855,4.00984346201005,0.4171223457685,2.11916972834318,2.35265405755968,-0.2334843292165,0.189706095240163,0.190768767080773,-0.00106267184061001,8.92730668296329,0.939656846419675,4.08544945923397,3,0.147744387031954,1.50719752874214,0.416666666666667,7.06339266451584,0.0508157745648622
"89",89,"Berberis pinnata ssp. insularis","Island Barberry","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",2,"Ventura, Santa Barbara","06111, 06083",11857303363,1,0,0,1,1,1,4,9.12196756577226,9.1768933895654,-0.0549258237931394,0.0929451182988917,0.0252770290506139,0.0676680892482778,0.352230672143071,0.349889295340778,0.00234137680229302,1.92110180550207,2.0942545886279,-0.17315278312583,3.15314411928293,2.9213761605271,0.23176795875583,1.49623229795063,1.67978276216147,-0.18355046421084,0.17122625184538,0.17122625184538,0,13.4016299140751,0.595247484518626,4.6153479429803,3,0.128325261137602,0.287823880138454,0,5.31318108943621,0.168672415537658
"90",90,"Speyeria callippe callippe","Callippe silverspot butterfly","Listed","12/5/1997",1997,"8","US","I","Insects",3,"San Francisco, San Mateo, Solano","06075, 06081, 06095",3411589553,1,1,0,1,1,1,5,17.8056043383273,17.8614094744027,-0.0558051360753993,0.46133567662566,0.381370826010543,0.079964850615117,0.0459871118922087,0.0708845928529583,-0.0248974809607496,4.18448771083073,4.44500248464765,-0.26051477381692,5.74500426251869,5.35632460136342,0.38867966115527,3.57973088570038,3.81876827053951,-0.23903738483913,0.482278669316485,0.482278669316485,0,22.5373371658156,4.01752314780875,5.22799303150352,3,0.193037069416521,1.26925696374361,0.666666666666667,22.8632427167009,0
"91",91,"Lilium pardalinum ssp. pitkinense","Pitkin Marsh lily","Listed","10/22/1997",1997,"8","US","P","Flowering Plants",2,"Marin, Sonoma","06041, 06097",5429427393,1,1,0,1,0,1,4,12.4426534735939,12.8524894890085,-0.4098360154146,0.0456315514482578,0.0120465009959834,0.0335850504522744,0.365386855195986,0.347309212030174,0.018077643165812,2.45781983041069,2.97092218267315,-0.51310235226246,5.16608839760964,4.67427097279823,0.491817424811409,1.79623975443294,2.23645353710175,-0.44021378266881,0.343632876616961,0.343632876616961,0,13.1977136374917,0.849034284157339,5.60356822775438,3,0.191045399141089,1.41875892959747,1,11.0508891006363,0
"92",92,"Thysanocarpus conchuliferus","Santa Cruz Island fringepod","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,1,0,0,1,1,1,4,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,5,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"93",93,"Malacothamnus fasciculatus var. nesioticus","Santa Cruz Island bush-mallow","Listed","7/31/1997",1997,"8","US","P","Flowering Plants",1,"Santa Barbara","06083",7084000622,1,0,0,1,0,1,3,6.70579355510792,6.84709174251881,-0.141298187410889,0.141865079365079,0.0476190476190476,0.0942460317460314,0.559807256235828,0.554705215419501,0.00510204081632704,0.994614512471655,1.25538548752834,-0.260770975056685,2.46456916099773,2.22619047619048,0.23837868480725,0.667517006802721,0.885770975056689,-0.218253968253968,0.238740502288351,0.238740502288351,0,7.081,0.364553892327425,4.6141,3,0.125366842045807,0.143009980860444,0,4.37605833965157,0.141163172246825
"94",94,"Pseudobahia bahiifolia","Hartweg's golden sunburst","Listed","2/6/1997",1997,"8","US","P","Flowering Plants",9,"Stanislaus, Tuolumne, Madera, Fresno, Sutter, Yuba, Merced, Calaveras, Mariposa","06099, 06109, 06039, 06019, 06101, 06115, 06047, 06009, 06043",45196640926,1,0,0,1,1,0,3,8.0211411060452,8.44514531514012,-0.424004209094921,0.7077312825637,1.24048736741391,-0.53275608485021,0.339751776258993,0.373012088616484,-0.033260312357491,1.13161635224929,1.24603867304169,-0.1144223207924,3.24310414473675,2.88362820666941,0.35947593806734,0.597981438919718,0.701022872475619,-0.103041433555901,0,0,0,6.37391576832902,0.209845683344667,3.07937966008051,5,0.0771107051019931,0.985477370809113,0,2.41168365097009,0
"95",95,"Poa atropurpurea","San Bernardino bluegrass","Listed","10/14/1998",1998,"8","US","P","Flowering Plants",2,"San Diego, San Bernardino","06073, 06071",62846911343,1,0,1,0,0,1,3,8.41248407216678,8.23540338542771,0.177080686739069,0.0326295842003804,0.000939129101502605,0.0316904550988778,0.499043964421511,0.49913892116072,-9.49567392090067e-05,1.88234942758867,1.86878679218704,0.0135626354016301,2.78280612928061,2.61144246354305,0.17136366573756,1.49993854438999,1.53937965671096,-0.0394411123209701,0.0298098759402536,0.0298098759402536,0,5.95556191557169,0.4447330728388,3.26608463052013,5,0.111688059175556,0.899973410686059,0.5,1.00243589786242,0
"96",96,"Trifolium trichocalyx","Monterey clover","Listed","8/12/1998",1998,"8","US","P","Flowering Plants",2,"Mendocino, Monterey","06045, 06053",17578107492,1,0,0,0,0,1,2,5.98788714791173,5.98283129344785,0.00505585446387968,0.228343793932676,0.14620875263281,0.082135041299866,0.56649658850799,0.589045459379668,-0.022548870871678,0.633159380559527,0.740912168828634,-0.107752788269107,2.57163784956663,2.34827364250738,0.22336420705925,0.360045993986097,0.523811696030822,-0.163765702044725,0.0774514021887742,0.0838274332324325,-0.0063760310436583,4.98959406927895,0.155664652821432,3.75226980969569,3,0.0954839657333463,0.976769910842547,0.5,3.35644778750224,0.0568889455508855
"97",97,"Eriogonum kennedyi var. austromontanum","Southern mountain wild-buckwheat","Listed","10/14/1998",1998,"8","US","P","Flowering Plants",2,"San Bernardino, Ventura","06071, 06111",56721426554,1,0,1,0,0,0,2,8.01056263745778,8.02899300144211,-0.0184303639843311,0.0304647405298756,0.00240663434259275,0.0280581061872828,0.499429543258521,0.499188788213671,0.000240755044849994,1.76678749621503,1.8451650340695,-0.07837753785447,2.52483454645043,2.37477701258826,0.15005753386217,1.39946014842844,1.51786936908268,-0.11840922065424,0.059955674439897,0.059955674439897,0,4.81766957855122,0.238403030768738,3.14607565862997,5,0.103601244429392,0.866699168805292,0,1.25173156448043,0.0176300220349356
"98",98,"Allium munzii","Munz's onion","Listed","10/13/1998",1998,"8","US","P","Flowering Plants",2,"Riverside, Orange","06065, 06059",20712934837,1,0,1,1,1,0,4,20.2294993961381,19.2842510573174,0.945248338820697,0.076279216677195,0.059144030322173,0.017135186355022,0.223573383870288,0.226284480943356,-0.00271109707306799,5.47566253441174,5.35337509306239,0.12228744134935,6.06245089487351,5.33964182553886,0.72280906933465,4.90809108654971,4.82236335284346,0.0857277337062499,0.104086250644415,0.104086250644415,0,15.4020576820431,1.41374026570545,3.35660101368648,3,0.123555634078596,1.52274935912979,0.5,2.36567151809265,0
"99",99,"Gammarus acherondytes","Illinois cave amphipod","Listed","9/3/1998",1998,"3","US","I","Crustaceans",2,"Monroe, St. Clair","17133, 17163",2700867616,1,0,1,0,1,1,4,18.3404424820293,17.8596468374196,0.480795644609699,0.306769834961896,0.138100581295682,0.168669253666214,0,0,0,4.69766502140619,4.62280121735917,0.0748638040470206,5.04600551240179,4.90283334335184,0.143172169049951,3.18699086535358,3.09290044504407,0.0940904203095103,0.311934470877961,0.311934470877961,0,3.70928013463508,0.527508268661473,3.62915699892297,6,0.112044650957663,0.323294375414625,0.5,3.70251394061663,0.740502788123326
"100",100,"Brodiaea pallida","Chinese Camp brodiaea","Listed","10/14/1998",1998,"8","US","P","Flowering Plants",3,"Tuolumne, Calaveras, Stanislaus","06109, 06009, 06099",12268543255,1,0,0,0,0,1,2,8.23549449175127,7.93330300298084,0.30219148877043,0.632208792642522,0.48544266191325,0.146766130729272,0.321596887075454,0.423580178166292,-0.101983291090838,1.2345312422205,1.2749862375386,-0.0404549953181002,3.38935674158185,3.0021476582814,0.38720908330045,0.67566069488843,0.765006142862429,-0.089345447973999,0,0,0,5.37503977771866,0.222776245165547,3.26309713534916,3,0.0842955947127211,1.04413659993085,0,3.91244494169573,0
"101",101,"Pediocactus paradinei","Kaibab plains cactus","Precluded","4/2/1998  ",1998,"2","US","P","Flowering Plants",1,"Coconino","04005",48222181220,1,1,0,1,0,0,3,3.30454468159583,2.87341479846498,0.43112988313085,0.013857384418691,0.000144347754361364,0.0137130366643296,1.47282137996453,1.47506908071102,-0.00224770074649006,0.0874541180352209,0.0903410731224481,-0.00288695508722719,0.599868024910298,0.171402647750237,0.428465377160061,0.0492844475605229,0.0550583577349775,-0.0057739101744546,0.0688666848745006,0.0690066485476527,-0.00013996367315211,0.197,0.016422732857873,3.3857,4,0.117717562811021,1.30033170930022,1,0.476958930892591,0.041474689642834
"102",102,"Helenium virginicum","Virginia sneezeweed","Listed","11/3/1998",1998,"3, 5","US","P","Flowering Plants",12,"Christian, Howell, Rockingham, Dent, Rockbridge, Waynesboro, Wright, Webster, Augusta, Shannon, Texas, Oregon","29043, 29091, 51165, 29065, 51163, 51820, 29229, 29225, 51015, 29203, 29215, 29149",23092253007,1,0,0,0,1,1,3,9.95274808449119,10.014564591346,-0.0618165068548091,0.0050593165233425,0.00665344067622183,-0.00159412415287933,0.243480857644285,0.237214708686247,0.00626614895803801,1.61829152765352,1.73048143790833,-0.11218991025481,3.53998751126326,3.28938671215989,0.25060079910337,1.10067080684051,1.30557022615298,-0.20489941931247,2.64707960554734e-07,2.64707960554734e-07,0,2.80160246956285,0.043189809140653,2.28710998459711,7,0.0766335058869626,1.07684286918826,0,2.7714922394363,0.0433045662411921
"103",103,"Pediocactus winkleri","Winkler cactus","Listed","8/20/1998",1998,"6","US","P","Flowering Plants",4,"Wayne, Emery, Garfield, Sevier","49055, 49015, 49017, 49041",36282974284,1,1,0,1,0,1,4,3.52038223039494,3.21683883374556,0.30354339664938,0.174377986039898,0.0003499300139972,0.174028056025901,1.3888317777335,1.40910620946374,-0.0202744317302401,0.122407025680714,0.134319623850693,-0.011912598169979,0.566737561822875,0.382770535493215,0.18396702632966,0.0388693381479646,0.0611339936563128,-0.0222646555083482,0.0434663191089974,0.0434663191089974,0,2.1323608464325,0.00612243082006535,2.47792155201517,5,0.0850152396014748,0.845535323459709,0,1.29537340660426,0.0826834089321871
"104",104,"Astragalus jaegerianus","Lane Mountain milk-vetch","Listed","10/6/1998",1998,"8","US","P","Flowering Plants",1,"San Bernardino","06071",51948123813,1,0,0,0,0,1,2,4.48298369847896,4.55129096627222,-0.0683072677932604,0.0169043238270469,0.00187825820300521,0.0150260656240417,0.854204998466728,0.853304201165287,0.000900797301440992,0.685985893897577,0.75720637841153,-0.071220484513953,1.20795001533272,1.13299218031279,0.07495783501993,0.473972707758356,0.561944188899111,-0.087971481140755,0.0161993474773851,0.0161993474773851,0,3.167,0.17415508657381,3.0109,5,0.0759188086293882,0.830198277323924,0,0.577499201087461,0
"105",105,"Amblema neislerii","Fat threeridge (mussel)","Listed","3/16/1998",1998,"4","US","I","Clams",28,"Marion, Franklin, Crisp, Decatur, Gulf, Dooly, Dougherty, Grady, Calhoun, Houston, Baker, Lee, Liberty, Macon, Miller, Mitchell, Worth, Schley, Seminole, Sumter, Taylor, Jackson, Terrell, Turner, Washington, Bay, Gadsden, Colquitt","13197, 12037, 13081, 13087, 12045, 13093, 13095, 13131, 12013, 13153, 13007, 13177, 12077, 13193, 13201, 13205, 13321, 13249, 13253, 13261, 13269, 12063, 13273, 13287, 12133, 12005, 12039, 13071",33561447637,1,0,1,0,0,1,3,9.81734681996852,12.3673586571028,-2.55001183713428,0.23001653255361,3.18876368226954,-2.95874714971593,0.00883117181531132,0.00883117181531132,0,1.20714168941445,1.14562759093633,0.0615140984781199,3.50126110916954,3.13707699233554,0.364184116834,0.69679240095609,0.713755299221563,-0.016962898265473,0.233703307515067,0.233703307515067,0,3.29583924456542,0.130850136367734,2.6212953871259,3,0.0557756597916514,1.62868197876892,0.0357142857142857,5.15472401164469,0.238368740422876
"106",106,"Astragalus lentiginosus var. piscinensis","Fish Slough milk-vetch","Listed","10/6/1998",1998,"8","US","P","Flowering Plants",2,"Inyo, Mono","06027, 06051",34265346923,1,0,0,1,0,1,3,1.65027196284289,1.62421485427558,0.0260571085673098,0.0208525022742771,0.0148419484535256,0.0060105538207515,0.166807377078788,0.16695439723633,-0.000147020157541977,0.0528107781968432,0.0734268063499419,-0.0206160281530987,0.191906863190106,0.1427653842201,0.049141478970006,0.0232065949218183,0.0315384708738668,-0.0083318759520485,0,0,0,1.44349592883046,0.00599760453211857,3.98402415913705,3,0.119174908456955,1.17671288653734,0,0.554496063988384,0.0291840033678097
"107",107,"Arctostaphylos pallida","Pallid manzanita","Listed","4/22/1998",1998,"8","US","P","Flowering Plants",2,"Contra Costa, Alameda","06013, 06001",3766927533,1,0,0,1,0,1,3,24.6535841787231,23.7895943561988,0.863989822524299,0.71639150446579,0.159358674587125,0.557032829878665,0.269167877906977,0.345225606673408,-0.076057728766431,6.79463157229525,6.92059635153354,-0.12596477923829,7.30283509226491,6.68845924966296,0.614375842601951,5.80221498988877,5.90761132878328,-0.10539633889451,0.0977298496962394,0.0977298496962394,0,5.22256710093579,3.75584342307017,5.32930445348347,3,0.17134965974865,1.37831399690807,0.5,16.7245054352895,0
"108",108,"Arenaria ursina","Bear Valley sandwort","Listed","10/14/1998",1998,"8","US","P","Flowering Plants",1,"San Bernardino","06071",51948123813,1,0,0,1,0,1,3,4.48298369847896,4.55129096627222,-0.0683072677932604,0.0169043238270469,0.00187825820300521,0.0150260656240417,0.854204998466728,0.853304201165287,0.000900797301440992,0.685985893897577,0.75720637841153,-0.071220484513953,1.20795001533272,1.13299218031279,0.07495783501993,0.473972707758356,0.561944188899111,-0.087971481140755,0.0161993474773851,0.0161993474773851,0,3.167,0.17415508657381,3.0109,3,0.0759188086293882,0.830198277323924,0,0.577499201087461,0
"109",109,"Peromyscus polionotus peninsularis","St. Andrew beach mouse","Listed","12/18/1998",1998,"4","US","V","Mammals",2,"Gulf, Bay","12045, 12005",3398189558,1,0,0,1,1,1,4,9.09038072630744,9.19528311925755,-0.104902392950109,0.00535987748851455,0.646975260236643,-0.641615382748128,0,0,0,1.56178309373866,1.55154970485581,0.0102333888828501,3.72405962478922,3.15010260301726,0.57395702177196,0.985201805869392,1.03267922810447,-0.0474774222350781,0.571941731426163,0.571941731426163,0,6.43708523086928,0.314211429873389,3.08576663168977,3,0.0752870930036623,1.39299708749596,0,10.0053276663032,0.588548686253129
"110",110,"Astragalus tener var. titi","Coastal dunes milk-vetch","Listed","8/12/1998",1998,"8","US","P","Flowering Plants",3,"San Diego, Monterey, Los Angeles","06073, 06053, 06037",29906056800,1,0,0,1,0,1,3,12.8026792147796,12.7294384282245,0.0732407865551004,0.225251103601909,0.118974813491226,0.106276290110683,0.295016129300094,0.311332582000175,-0.016316452700081,3.07019065305822,3.21162230645107,-0.14143165339285,4.41104185981437,4.12537626566516,0.28566559414921,2.49902297165825,2.65997596485779,-0.16095299319954,0.0785956499768851,0.0785956499768851,0,13.2638038123549,2.61102827839209,4.30031458266999,3,0.123770206551875,0.950537728577826,1,3.77849880897705,0.033438042557319
"111",111,"Verbena californica","Red Hills vervain","Listed","10/14/1998",1998,"8","US","P","Flowering Plants",3,"Stanislaus, Tuolumne, Calaveras","06099, 06109, 06009",12268543255,1,0,0,0,1,1,3,8.23549449175127,7.93330300298084,0.30219148877043,0.632208792642522,0.48544266191325,0.146766130729272,0.321596887075454,0.423580178166292,-0.101983291090838,1.2345312422205,1.2749862375386,-0.0404549953181002,3.38935674158185,3.0021476582814,0.38720908330045,0.67566069488843,0.765006142862429,-0.089345447973999,0,0,0,5.37503977771866,0.222776245165547,3.26309713534916,5,0.0842955947127211,1.04413659993085,0,3.91244494169573,0
"112",112,"Calyptridium pulchellum","Mariposa pussypaws","Listed","10/14/1998",1998,"8","US","P","Flowering Plants",3,"Mariposa, Madera, Fresno","06043, 06039, 06019",24718732867,1,0,0,0,0,1,2,6.34672328956008,6.34069414666057,0.00602914289950984,0.799768340095721,0.778167655391621,0.0216006847040999,0.353619775632491,0.440240558553717,-0.086620782921226,0.711219329461626,0.842556983912998,-0.131337654451372,2.51996719356952,2.21008088863631,0.30988630493321,0.37681040681053,0.484309817879779,-0.107499411069249,0,0,0,6.71780010617698,0.208106945759648,3.03527043170528,3,0.0824448039544619,1.11531381460678,0,2.67003977732658,0
"113",113,"Acanthomintha ilicifolia","San Diego thornmint","Listed","10/13/1998",1998,"8","US/Foreign","P","Flowering Plants",1,"San Diego","06073",10898787530,1,0,1,1,1,1,5,12.3419844458546,11.9195158045832,0.422468641271399,0.0483548445737139,0,0.0483548445737139,0.143882930376295,0.144973641156153,-0.00109071077985801,3.07871296127977,2.98036720596255,0.09834575531722,4.3576622432285,4.08989274677331,0.26776949645519,2.52590438102163,2.51681512452281,0.00908925649881986,0.0434204044031222,0.0434204044031222,0,19.247,1.73441953501409,4.4824,3,0.147457309721724,0.679898573321334,1,3.02785974211941,0
"114",114,"Medionidus simpsonianus","Ochlockonee moccasinshell","Listed","3/16/1998",1998,"4","US","I","Clams",11,"Franklin, Mitchell, Leon, Decatur, Grady, Gadsden, Liberty, Thomas, Wakulla, Colquitt, Worth","12037, 13205, 12073, 13087, 13131, 12039, 12077, 13275, 12129, 13071, 13321",16566527349,1,0,1,0,1,1,4,9.75232920586415,10.9835672738923,-1.23123806802815,0.162813177894796,2.05255977620118,-1.88974659830638,0.0226546210358427,0.0226546210358427,0,1.2589489020564,1.08759402235159,0.17135487970481,3.74579603793268,3.28498505733156,0.46081098060112,0.634229820047738,0.607887143297859,0.026342676749879,0.208734538139261,0.208734538139261,0,2.97323771859461,0.189917291277699,2.80953070890223,3,0.0697587399815531,0.898004094597466,0.0909090909090909,5.07046517537488,0.301813403296124
"115",115,"Berberis nevinii","Nevin's barberry","Listed","10/13/1998",1998,"8","US","P","Flowering Plants",4,"Riverside, Los Angeles, San Bernardino, San Diego","06065, 06037, 06071, 06073",92022042102,1,0,0,1,0,1,3,11.2848551115144,10.9779569749648,0.3068981365496,0.0986782271535892,0.0461683135138519,0.0525099136397373,0.3613086741459,0.362711701052038,-0.00140302690613797,2.74809184350237,2.79983633993037,-0.0517444964280003,3.70113227320955,3.33219512177155,0.368937151438,2.2709948592692,2.33239626550775,-0.0614014062385499,0.0528528320883436,0.0528528320883436,0,8.86708430670377,1.01972546855663,3.35714514395988,3,0.109878510704026,1.2867890788169,0.5,1.46703981911597,0.0108669616230812
"116",116,"Monardella viminea","Willowy monardella","Listed","10/13/1998",1998,"8","US/Foreign","P","Flowering Plants",1,"San Diego","06073",10898787530,1,1,0,0,1,1,4,12.3419844458546,11.9195158045832,0.422468641271399,0.0483548445737139,0,0.0483548445737139,0.143882930376295,0.144973641156153,-0.00109071077985801,3.07871296127977,2.98036720596255,0.09834575531722,4.3576622432285,4.08989274677331,0.26776949645519,2.52590438102163,2.51681512452281,0.00908925649881986,0.0434204044031222,0.0434204044031222,0,19.247,1.73441953501409,4.4824,NA,0.147457309721724,0.679898573321334,1,3.02785974211941,0
